chain,sensitivity,slice,track,model,status,n,positives,clusters_or_entry_groups,primary_metric,primary_value,ci95_low,ci95_high,cluster_unit
sheep,identity,exporter_seen,A,size,complete,12880,518,57,average_precision,0.1416744530853847,0.10098851675359458,0.18590469615282953,exporter
sheep,identity,exporter_seen,A,gravity,complete,12880,518,57,average_precision,0.08052457892440745,0.061238670481456266,0.10618691362568192,exporter
sheep,identity,exporter_seen,A,historical_logistic_size_gravity,complete,12880,518,57,average_precision,0.13204752107080522,0.09791710716347979,0.16780860348722393,exporter
sheep,identity,exporter_seen,B1,upstream_capacity,complete,88,11,49,average_precision,0.1592453755923744,0.05840421168467387,0.3445163555614904,exporter
sheep,identity,exporter_seen,B1,historical_logistic_structural,complete,88,11,49,average_precision,0.14756690578791562,0.0559481124153881,0.34279331844717503,exporter
sheep,identity,exporter_seen,B2,processed_importer_demand,complete,1063,31,11,macro_recall_at_3,0.10101010101010101,0.0,0.2828282828282828,exporter_stage_entry
sheep,identity,exporter_seen,B2,gravity,complete,1063,31,11,macro_recall_at_3,0.10101010101010101,0.0,0.29292929292929293,exporter_stage_entry
sheep,identity,exporter_seen,B2,historical_logistic_demand_gravity,complete,1063,31,11,macro_recall_at_3,0.10101010101010101,0.0,0.2828282828282828,exporter_stage_entry
sheep,identity,exporter_unseen,A,size,complete,2273,34,18,average_precision,0.06417157258797329,0.021391007033410327,0.21495761063630459,exporter
sheep,identity,exporter_unseen,A,gravity,complete,2273,34,18,average_precision,0.03605192817847366,0.018724332062084327,0.06663568904743904,exporter
sheep,identity,exporter_unseen,A,historical_logistic_size_gravity,complete,2273,34,18,average_precision,0.06115517857064108,0.020342462114180553,0.1926900924382352,exporter
sheep,identity,exporter_unseen,B1,upstream_capacity,complete,46,9,25,average_precision,0.3917650457373243,0.2253635572051787,0.6879515796703298,exporter
sheep,identity,exporter_unseen,B1,historical_logistic_structural,complete,46,9,25,average_precision,0.1859078410970274,0.09651889697335257,0.4210825188959562,exporter
sheep,identity,exporter_unseen,B2,processed_importer_demand,complete,936,15,9,macro_recall_at_3,0.25925925925925924,0.037037037037037035,0.5925925925925926,exporter_stage_entry
sheep,identity,exporter_unseen,B2,gravity,complete,936,15,9,macro_recall_at_3,0.1111111111111111,0.0,0.33611111111111175,exporter_stage_entry
sheep,identity,exporter_unseen,B2,historical_logistic_demand_gravity,complete,936,15,9,macro_recall_at_3,0.14814814814814814,0.0,0.40740740740740744,exporter_stage_entry
sheep,identity,importer_seen,A,size,complete,12685,530,75,average_precision,0.1389767348936248,0.10010383624651295,0.1874756444972837,exporter
sheep,identity,importer_seen,A,gravity,complete,12685,530,75,average_precision,0.07980229678469156,0.06208891658413002,0.10956399723555257,exporter
sheep,identity,importer_seen,A,historical_logistic_size_gravity,complete,12685,530,75,average_precision,0.12915992181625627,0.10044594945643044,0.1602635311835411,exporter
sheep,identity,importer_seen,B2,processed_importer_demand,complete,1536,43,19,macro_recall_at_3,0.1820175438596491,0.05263157894736842,0.3514802631578949,exporter_stage_entry
sheep,identity,importer_seen,B2,gravity,complete,1536,43,19,macro_recall_at_3,0.1118421052631579,0.0,0.23108552631578966,exporter_stage_entry
sheep,identity,importer_seen,B2,historical_logistic_demand_gravity,complete,1536,43,19,macro_recall_at_3,0.12938596491228072,0.00641447368421053,0.2808662280701755,exporter_stage_entry
sheep,identity,importer_unseen,A,size,complete,2468,22,75,average_precision,0.10578680098026712,0.0200606624620935,0.22660275597177792,exporter
sheep,identity,importer_unseen,A,gravity,complete,2468,22,75,average_precision,0.020919166007509937,0.008682948400281046,0.05143819701996588,exporter
sheep,identity,importer_unseen,A,historical_logistic_size_gravity,complete,2468,22,75,average_precision,0.09720763085796594,0.02097861276767761,0.2155746056353944,exporter
sheep,identity,importer_unseen,B2,processed_importer_demand,complete,88,3,2,macro_recall_at_3,0.0,0.0,0.0,exporter_stage_entry
sheep,identity,importer_unseen,B2,gravity,complete,88,3,2,macro_recall_at_3,0.0,0.0,0.0,exporter_stage_entry
sheep,identity,importer_unseen,B2,historical_logistic_demand_gravity,complete,88,3,2,macro_recall_at_3,0.0,0.0,0.0,exporter_stage_entry
sheep,entity_exclusion,exclude_hubs,A,size,complete,13013,441,69,average_precision,0.14515415118703753,0.10407102139520645,0.1907782691300029,exporter
sheep,entity_exclusion,exclude_hubs,A,gravity,complete,13013,441,69,average_precision,0.0689921136594318,0.05455573260100059,0.08894837101149188,exporter
sheep,entity_exclusion,exclude_hubs,A,historical_logistic_size_gravity,complete,13013,441,69,average_precision,0.12744643346627607,0.09119436043542474,0.16675383355214493,exporter
sheep,entity_exclusion,exclude_hubs,B1,upstream_capacity,complete,128,19,69,average_precision,0.17707736839401095,0.11066678831791944,0.33681317316383796,exporter
sheep,entity_exclusion,exclude_hubs,B1,historical_logistic_structural,complete,128,19,69,average_precision,0.14477025522305637,0.0769835308004888,0.2940791450852206,exporter
sheep,entity_exclusion,exclude_hubs,B2,processed_importer_demand,complete,1820,38,19,macro_recall_at_3,0.18295739348370926,0.03239348370927318,0.3486215538847119,exporter_stage_entry
sheep,entity_exclusion,exclude_hubs,B2,gravity,complete,1820,38,19,macro_recall_at_3,0.11278195488721804,0.0,0.22650375939849643,exporter_stage_entry
sheep,entity_exclusion,exclude_hubs,B2,historical_logistic_demand_gravity,complete,1820,38,19,macro_recall_at_3,0.13032581453634084,0.022556390977443608,0.2986842105263159,exporter_stage_entry
sheep,entity_exclusion,exclude_bad_iso,A,size,complete,15153,552,75,average_precision,0.13592994670983438,0.09928344159715384,0.176470816389549,exporter
sheep,entity_exclusion,exclude_bad_iso,A,gravity,complete,15153,552,75,average_precision,0.07703169516775323,0.06011279821735997,0.09775691976746044,exporter
sheep,entity_exclusion,exclude_bad_iso,A,historical_logistic_size_gravity,complete,15153,552,75,average_precision,0.12664335451457143,0.09963460817600835,0.15838147702225733,exporter
sheep,entity_exclusion,exclude_bad_iso,B1,upstream_capacity,complete,134,20,74,average_precision,0.1747755731175697,0.09811362173031125,0.3383646926796159,exporter
sheep,entity_exclusion,exclude_bad_iso,B1,historical_logistic_structural,complete,134,20,74,average_precision,0.14516138643617044,0.0869316342665651,0.3049483899891355,exporter
sheep,entity_exclusion,exclude_bad_iso,B2,processed_importer_demand,complete,1999,46,20,macro_recall_at_3,0.17222222222222222,0.04972222222222223,0.3277777777777778,exporter_stage_entry
sheep,entity_exclusion,exclude_bad_iso,B2,gravity,complete,1999,46,20,macro_recall_at_3,0.10555555555555556,0.0,0.26222222222222247,exporter_stage_entry
sheep,entity_exclusion,exclude_bad_iso,B2,historical_logistic_demand_gravity,complete,1999,46,20,macro_recall_at_3,0.12222222222222223,0.010972222222222223,0.3,exporter_stage_entry
sheep,entity_exclusion,exclude_hubs_and_bad_iso,A,size,complete,13013,441,69,average_precision,0.14515415118703753,0.10788275688408408,0.18644335381369306,exporter
sheep,entity_exclusion,exclude_hubs_and_bad_iso,A,gravity,complete,13013,441,69,average_precision,0.0689921136594318,0.054190898280135444,0.08654710046980638,exporter
sheep,entity_exclusion,exclude_hubs_and_bad_iso,A,historical_logistic_size_gravity,complete,13013,441,69,average_precision,0.12744643346627607,0.09592190757467657,0.16660985543065385,exporter
sheep,entity_exclusion,exclude_hubs_and_bad_iso,B1,upstream_capacity,complete,128,19,69,average_precision,0.17707736839401095,0.09695725742600743,0.3502884583399211,exporter
sheep,entity_exclusion,exclude_hubs_and_bad_iso,B1,historical_logistic_structural,complete,128,19,69,average_precision,0.14477025522305637,0.08800269979492809,0.28221787702213685,exporter
sheep,entity_exclusion,exclude_hubs_and_bad_iso,B2,processed_importer_demand,complete,1820,38,19,macro_recall_at_3,0.18295739348370926,0.03220551378446116,0.34843358395989976,exporter_stage_entry
sheep,entity_exclusion,exclude_hubs_and_bad_iso,B2,gravity,complete,1820,38,19,macro_recall_at_3,0.11278195488721804,0.0,0.2708646616541354,exporter_stage_entry
sheep,entity_exclusion,exclude_hubs_and_bad_iso,B2,historical_logistic_demand_gravity,complete,1820,38,19,macro_recall_at_3,0.13032581453634084,0.007518796992481203,0.2358395989974938,exporter_stage_entry
sheep,threshold_outcome_only,threshold_50_kusd,A,size,complete,15153,840,75,average_precision,0.1723414529679023,0.1367721283469998,0.21272366712117585,exporter
sheep,threshold_outcome_only,threshold_50_kusd,A,gravity,complete,15153,840,75,average_precision,0.11472770609993163,0.08991957884385653,0.14156203837655795,exporter
sheep,threshold_outcome_only,threshold_50_kusd,A,historical_logistic_size_gravity,complete,15153,840,75,average_precision,0.17126310676415524,0.1359441674849287,0.20980689310466,exporter
sheep,threshold_outcome_only,threshold_50_kusd,B1,upstream_capacity,complete,134,34,74,average_precision,0.2828360868775587,0.20071027310440162,0.4374583308074631,exporter
sheep,threshold_outcome_only,threshold_50_kusd,B1,historical_logistic_structural,complete,134,34,74,average_precision,0.2662085478837017,0.17568015834729173,0.4031948177950709,exporter
sheep,threshold_outcome_only,threshold_50_kusd,B2,processed_importer_demand,complete,3200,77,34,macro_recall_at_3,0.132459505541347,0.04896099744245524,0.22087595907928392,exporter_stage_entry
sheep,threshold_outcome_only,threshold_50_kusd,B2,gravity,complete,3200,77,34,macro_recall_at_3,0.11285166240409207,0.0196078431372549,0.21341911764705887,exporter_stage_entry
sheep,threshold_outcome_only,threshold_50_kusd,B2,historical_logistic_demand_gravity,complete,3200,77,34,macro_recall_at_3,0.132459505541347,0.05133205456095482,0.23284846547314575,exporter_stage_entry
sheep,threshold_outcome_only,threshold_100_kusd,A,size,complete,15153,552,75,average_precision,0.13592994670983438,0.09719451627650905,0.17765178130634418,exporter
sheep,threshold_outcome_only,threshold_100_kusd,A,gravity,complete,15153,552,75,average_precision,0.07703169516775323,0.06159479682757645,0.09939633342540796,exporter
sheep,threshold_outcome_only,threshold_100_kusd,A,historical_logistic_size_gravity,complete,15153,552,75,average_precision,0.12664335451457143,0.08619713161796243,0.16838414407828475,exporter
sheep,threshold_outcome_only,threshold_100_kusd,B1,upstream_capacity,complete,134,20,74,average_precision,0.1747755731175697,0.10882505289827556,0.31287393158207816,exporter
sheep,threshold_outcome_only,threshold_100_kusd,B1,historical_logistic_structural,complete,134,20,74,average_precision,0.14516138643617044,0.08321395308171232,0.2822890308865101,exporter
sheep,threshold_outcome_only,threshold_100_kusd,B2,processed_importer_demand,complete,1999,46,20,macro_recall_at_3,0.17222222222222222,0.02222222222222222,0.32222222222222224,exporter_stage_entry
sheep,threshold_outcome_only,threshold_100_kusd,B2,gravity,complete,1999,46,20,macro_recall_at_3,0.10555555555555556,0.0,0.25,exporter_stage_entry
sheep,threshold_outcome_only,threshold_100_kusd,B2,historical_logistic_demand_gravity,complete,1999,46,20,macro_recall_at_3,0.12222222222222223,0.016666666666666666,0.26138888888888895,exporter_stage_entry
sheep,threshold_outcome_only,threshold_250_kusd,A,size,complete,15153,300,75,average_precision,0.0965804246994749,0.06641574260131039,0.13730114988382264,exporter
sheep,threshold_outcome_only,threshold_250_kusd,A,gravity,complete,15153,300,75,average_precision,0.04241133522835375,0.03267111732283201,0.05667699299752626,exporter
sheep,threshold_outcome_only,threshold_250_kusd,A,historical_logistic_size_gravity,complete,15153,300,75,average_precision,0.08176716186341508,0.05964778716576961,0.10745321858479094,exporter
sheep,threshold_outcome_only,threshold_250_kusd,B1,upstream_capacity,complete,134,10,74,average_precision,0.09085376797368935,0.046835556221849615,0.1790397763959369,exporter
sheep,threshold_outcome_only,threshold_250_kusd,B1,historical_logistic_structural,complete,134,10,74,average_precision,0.0730057744461479,0.03554769066320509,0.23275184372529098,exporter
sheep,threshold_outcome_only,threshold_250_kusd,B2,processed_importer_demand,complete,1209,18,10,macro_recall_at_3,0.1,0.0,0.3,exporter_stage_entry
sheep,threshold_outcome_only,threshold_250_kusd,B2,gravity,complete,1209,18,10,macro_recall_at_3,0.11428571428571428,0.0,0.32857142857142857,exporter_stage_entry
sheep,threshold_outcome_only,threshold_250_kusd,B2,historical_logistic_demand_gravity,complete,1209,18,10,macro_recall_at_3,0.11428571428571428,0.0,0.3146428571428572,exporter_stage_entry
sheep,persistence,active_at_least_3_of_5_years_above_100_kusd,A,size,complete,15153,393,75,average_precision,0.09866542505742022,0.06527386060208655,0.13001579254887183,exporter
sheep,persistence,active_at_least_3_of_5_years_above_100_kusd,A,gravity,complete,15153,393,75,average_precision,0.05365778704869776,0.0398919256499523,0.07284031373980861,exporter
sheep,persistence,active_at_least_3_of_5_years_above_100_kusd,A,historical_logistic_size_gravity,complete,15153,393,75,average_precision,0.09080151421696812,0.06814939330796704,0.12779630608761683,exporter
sheep,persistence,active_at_least_3_of_5_years_above_100_kusd,B1,upstream_capacity,complete,134,13,74,average_precision,0.1114612495803494,0.06533837752767392,0.191703202260277,exporter
sheep,persistence,active_at_least_3_of_5_years_above_100_kusd,B1,historical_logistic_structural,complete,134,13,74,average_precision,0.11876419588069112,0.05230116435183961,0.3192162954418099,exporter
sheep,persistence,active_at_least_3_of_5_years_above_100_kusd,B2,processed_importer_demand,complete,1280,30,13,macro_recall_at_3,0.19780219780219782,0.010851648351648353,0.42953296703296723,exporter_stage_entry
sheep,persistence,active_at_least_3_of_5_years_above_100_kusd,B2,gravity,complete,1280,30,13,macro_recall_at_3,0.16483516483516483,0.01071428571428572,0.38461538461538464,exporter_stage_entry
sheep,persistence,active_at_least_3_of_5_years_above_100_kusd,B2,historical_logistic_demand_gravity,complete,1280,30,13,macro_recall_at_3,0.2032967032967033,0.021978021978021976,0.39560439560439564,exporter_stage_entry
cotton,identity,exporter_seen,A,size,complete,103892,3033,138,average_precision,0.1674247076298704,0.1447294723779296,0.19381811415764197,exporter
cotton,identity,exporter_seen,A,gravity,complete,103892,3033,138,average_precision,0.09225978512265855,0.07803924909954228,0.10817806043787137,exporter
cotton,identity,exporter_seen,A,historical_logistic_size_gravity,complete,103892,3033,138,average_precision,0.14316577883697346,0.12329577918270784,0.16393810565669026,exporter
cotton,identity,exporter_seen,B1,upstream_capacity,complete,218,24,74,average_precision,0.10150983687629954,0.060712663247484706,0.17369776910523752,exporter
cotton,identity,exporter_seen,B1,historical_logistic_structural,complete,218,24,74,average_precision,0.1178067398671137,0.07039496021225639,0.20303360003104282,exporter
cotton,identity,exporter_seen,B2,processed_importer_demand,complete,3556,30,24,macro_recall_at_3,0.013888888888888888,0.0,0.041666666666666664,exporter_stage_entry
cotton,identity,exporter_seen,B2,gravity,complete,3556,30,24,macro_recall_at_3,0.20833333333333334,0.041666666666666664,0.375,exporter_stage_entry
cotton,identity,exporter_seen,B2,historical_logistic_demand_gravity,complete,3556,30,24,macro_recall_at_3,0.08333333333333333,0.0,0.20833333333333334,exporter_stage_entry
cotton,identity,exporter_unseen,A,size,complete,4148,51,12,average_precision,0.24191762105606282,0.06782076567123582,0.39388673997650875,exporter
cotton,identity,exporter_unseen,A,gravity,complete,4148,51,12,average_precision,0.11779537898583609,0.014011364731659369,0.2784569641971825,exporter
cotton,identity,exporter_unseen,A,historical_logistic_size_gravity,complete,4148,51,12,average_precision,0.24652738235867774,0.04619321092150149,0.35268255058169656,exporter
cotton,identity,exporter_unseen,B1,upstream_capacity,complete,102,12,33,average_precision,0.37661267429506723,0.1272642344717898,0.5987806917173233,exporter
cotton,identity,exporter_unseen,B1,historical_logistic_structural,complete,102,12,33,average_precision,0.2002570678290047,0.13093067752430576,0.38325070839569564,exporter
cotton,identity,exporter_unseen,B2,processed_importer_demand,complete,1993,14,12,macro_recall_at_3,0.4583333333333333,0.16666666666666666,0.75,exporter_stage_entry
cotton,identity,exporter_unseen,B2,gravity,complete,1993,14,12,macro_recall_at_3,0.375,0.125,0.625,exporter_stage_entry
cotton,identity,exporter_unseen,B2,historical_logistic_demand_gravity,complete,1993,14,12,macro_recall_at_3,0.375,0.125,0.5843750000000003,exporter_stage_entry
cotton,identity,importer_seen,A,size,complete,104433,3029,150,average_precision,0.16877484187622122,0.1449464217252805,0.197244359508864,exporter
cotton,identity,importer_seen,A,gravity,complete,104433,3029,150,average_precision,0.0931794681823726,0.07802569405578479,0.11326880688823641,exporter
cotton,identity,importer_seen,A,historical_logistic_size_gravity,complete,104433,3029,150,average_precision,0.14484622658908086,0.12558433488939702,0.16882760117694307,exporter
cotton,identity,importer_seen,B2,processed_importer_demand,complete,5403,44,36,macro_recall_at_3,0.16203703703703703,0.04618055555555556,0.28715277777777776,exporter_stage_entry
cotton,identity,importer_seen,B2,gravity,complete,5403,44,36,macro_recall_at_3,0.2638888888888889,0.12465277777777778,0.4027777777777778,exporter_stage_entry
cotton,identity,importer_seen,B2,historical_logistic_demand_gravity,complete,5403,44,36,macro_recall_at_3,0.18055555555555555,0.06944444444444445,0.3194444444444444,exporter_stage_entry
cotton,identity,importer_unseen,A,size,complete,3607,55,150,average_precision,0.1519090732947855,0.0949017702178574,0.23645135385612787,exporter
cotton,identity,importer_unseen,A,gravity,complete,3607,55,150,average_precision,0.045971416850374376,0.02319569724843246,0.10618396127858178,exporter
cotton,identity,importer_unseen,A,historical_logistic_size_gravity,complete,3607,55,150,average_precision,0.11846042507188251,0.07090097663627241,0.19864075251011074,exporter
cotton,identity,importer_unseen,B2,processed_importer_demand,no_positive_entry_groups,0,0,0,macro_recall_at_3,,,,exporter_stage_entry
cotton,identity,importer_unseen,B2,gravity,no_positive_entry_groups,0,0,0,macro_recall_at_3,,,,exporter_stage_entry
cotton,identity,importer_unseen,B2,historical_logistic_demand_gravity,no_positive_entry_groups,0,0,0,macro_recall_at_3,,,,exporter_stage_entry
cotton,entity_exclusion,exclude_hubs,A,size,complete,98652,2606,143,average_precision,0.16321607804807658,0.13671853516725657,0.1928793964868474,exporter
cotton,entity_exclusion,exclude_hubs,A,gravity,complete,98652,2606,143,average_precision,0.08308551433469258,0.06941708829520635,0.09933752066608098,exporter
cotton,entity_exclusion,exclude_hubs,A,historical_logistic_size_gravity,complete,98652,2606,143,average_precision,0.13440499721251373,0.11428921024003588,0.15746783797256053,exporter
cotton,entity_exclusion,exclude_hubs,B1,upstream_capacity,complete,318,35,105,average_precision,0.15013269655050104,0.07846762810245497,0.252476300485615,exporter
cotton,entity_exclusion,exclude_hubs,B1,historical_logistic_structural,complete,318,35,105,average_precision,0.13383456709498454,0.09018551539744309,0.19857043353291776,exporter
cotton,entity_exclusion,exclude_hubs,B2,processed_importer_demand,complete,5061,41,34,macro_recall_at_3,0.18627450980392157,0.05857843137254903,0.3333333333333333,exporter_stage_entry
cotton,entity_exclusion,exclude_hubs,B2,gravity,complete,5061,41,34,macro_recall_at_3,0.29411764705882354,0.14705882352941177,0.4419117647058825,exporter_stage_entry
cotton,entity_exclusion,exclude_hubs,B2,historical_logistic_demand_gravity,complete,5061,41,34,macro_recall_at_3,0.20588235294117646,0.058823529411764705,0.3536764705882355,exporter_stage_entry
cotton,entity_exclusion,exclude_bad_iso,A,size,complete,108040,3084,150,average_precision,0.16792714538640993,0.1452173212507836,0.19491838031992792,exporter
cotton,entity_exclusion,exclude_bad_iso,A,gravity,complete,108040,3084,150,average_precision,0.09238038823398025,0.07920496286867038,0.10828900726533774,exporter
cotton,entity_exclusion,exclude_bad_iso,A,historical_logistic_size_gravity,complete,108040,3084,150,average_precision,0.14404663596472522,0.12238293067247753,0.16876717667587599,exporter
cotton,entity_exclusion,exclude_bad_iso,B1,upstream_capacity,complete,320,36,107,average_precision,0.14973379027379435,0.09151232072510845,0.2757664816851044,exporter
cotton,entity_exclusion,exclude_bad_iso,B1,historical_logistic_structural,complete,320,36,107,average_precision,0.13527555260936724,0.09716275458182337,0.19846678281409577,exporter
cotton,entity_exclusion,exclude_bad_iso,B2,processed_importer_demand,complete,5549,44,36,macro_recall_at_3,0.16203703703703703,0.05543981481481482,0.28287037037037044,exporter_stage_entry
cotton,entity_exclusion,exclude_bad_iso,B2,gravity,complete,5549,44,36,macro_recall_at_3,0.2638888888888889,0.125,0.41701388888888896,exporter_stage_entry
cotton,entity_exclusion,exclude_bad_iso,B2,historical_logistic_demand_gravity,complete,5549,44,36,macro_recall_at_3,0.18055555555555555,0.05555555555555555,0.3333333333333333,exporter_stage_entry
cotton,entity_exclusion,exclude_hubs_and_bad_iso,A,size,complete,98652,2606,143,average_precision,0.16321607804807658,0.13588923702531147,0.1905171248830471,exporter
cotton,entity_exclusion,exclude_hubs_and_bad_iso,A,gravity,complete,98652,2606,143,average_precision,0.08308551433469258,0.06709816282263745,0.10007096077310024,exporter
cotton,entity_exclusion,exclude_hubs_and_bad_iso,A,historical_logistic_size_gravity,complete,98652,2606,143,average_precision,0.13440499721251373,0.11750092949617323,0.15734648118563743,exporter
cotton,entity_exclusion,exclude_hubs_and_bad_iso,B1,upstream_capacity,complete,318,35,105,average_precision,0.15013269655050104,0.08579271113828893,0.2592434445885865,exporter
cotton,entity_exclusion,exclude_hubs_and_bad_iso,B1,historical_logistic_structural,complete,318,35,105,average_precision,0.13383456709498454,0.08696397776875338,0.1984660815792476,exporter
cotton,entity_exclusion,exclude_hubs_and_bad_iso,B2,processed_importer_demand,complete,5061,41,34,macro_recall_at_3,0.18627450980392157,0.08823529411764706,0.30416666666666675,exporter_stage_entry
cotton,entity_exclusion,exclude_hubs_and_bad_iso,B2,gravity,complete,5061,41,34,macro_recall_at_3,0.29411764705882354,0.17573529411764707,0.4411764705882353,exporter_stage_entry
cotton,entity_exclusion,exclude_hubs_and_bad_iso,B2,historical_logistic_demand_gravity,complete,5061,41,34,macro_recall_at_3,0.20588235294117646,0.08823529411764706,0.35294117647058826,exporter_stage_entry
cotton,threshold_outcome_only,threshold_50_kusd,A,size,complete,108040,5105,150,average_precision,0.2298134296780754,0.20371660759909624,0.2582307776788781,exporter
cotton,threshold_outcome_only,threshold_50_kusd,A,gravity,complete,108040,5105,150,average_precision,0.1480087301146386,0.12870698550106358,0.16951239938230528,exporter
cotton,threshold_outcome_only,threshold_50_kusd,A,historical_logistic_size_gravity,complete,108040,5105,150,average_precision,0.21555666727148498,0.1938587969686001,0.23869011219299072,exporter
cotton,threshold_outcome_only,threshold_50_kusd,B1,upstream_capacity,complete,320,63,107,average_precision,0.24203022816984276,0.17477268002773425,0.30935126137187696,exporter
cotton,threshold_outcome_only,threshold_50_kusd,B1,historical_logistic_structural,complete,320,63,107,average_precision,0.31513996986395654,0.2166184396295666,0.4308111064977886,exporter
cotton,threshold_outcome_only,threshold_50_kusd,B2,processed_importer_demand,complete,10179,82,63,macro_recall_at_3,0.17724867724867727,0.08723544973544974,0.27255291005291005,exporter_stage_entry
cotton,threshold_outcome_only,threshold_50_kusd,B2,gravity,complete,10179,82,63,macro_recall_at_3,0.30687830687830686,0.2220899470899471,0.4154100529100529,exporter_stage_entry
cotton,threshold_outcome_only,threshold_50_kusd,B2,historical_logistic_demand_gravity,complete,10179,82,63,macro_recall_at_3,0.21957671957671956,0.14014550264550263,0.31752645502645505,exporter_stage_entry
cotton,threshold_outcome_only,threshold_100_kusd,A,size,complete,108040,3084,150,average_precision,0.16792714538640993,0.14585172706050012,0.19210297938820545,exporter
cotton,threshold_outcome_only,threshold_100_kusd,A,gravity,complete,108040,3084,150,average_precision,0.09238038823398025,0.07932746797245066,0.10846227798358456,exporter
cotton,threshold_outcome_only,threshold_100_kusd,A,historical_logistic_size_gravity,complete,108040,3084,150,average_precision,0.14404663596472522,0.12328949422170862,0.16998820876311874,exporter
cotton,threshold_outcome_only,threshold_100_kusd,B1,upstream_capacity,complete,320,36,107,average_precision,0.14973379027379435,0.08499623675533965,0.26275408399074907,exporter
cotton,threshold_outcome_only,threshold_100_kusd,B1,historical_logistic_structural,complete,320,36,107,average_precision,0.13527555260936724,0.09430642410035923,0.19742042563397771,exporter
cotton,threshold_outcome_only,threshold_100_kusd,B2,processed_importer_demand,complete,5549,44,36,macro_recall_at_3,0.16203703703703703,0.06481481481481481,0.2640046296296297,exporter_stage_entry
cotton,threshold_outcome_only,threshold_100_kusd,B2,gravity,complete,5549,44,36,macro_recall_at_3,0.2638888888888889,0.13854166666666667,0.4166666666666667,exporter_stage_entry
cotton,threshold_outcome_only,threshold_100_kusd,B2,historical_logistic_demand_gravity,complete,5549,44,36,macro_recall_at_3,0.18055555555555555,0.06909722222222223,0.3333333333333333,exporter_stage_entry
cotton,threshold_outcome_only,threshold_250_kusd,A,size,complete,108040,1396,150,average_precision,0.09954909515579045,0.07621386697967057,0.12838795890411298,exporter
cotton,threshold_outcome_only,threshold_250_kusd,A,gravity,complete,108040,1396,150,average_precision,0.042023787246265674,0.03387854424686273,0.05404500205924543,exporter
cotton,threshold_outcome_only,threshold_250_kusd,A,historical_logistic_size_gravity,complete,108040,1396,150,average_precision,0.07091544704736077,0.05666813300557053,0.08764536394953544,exporter
cotton,threshold_outcome_only,threshold_250_kusd,B1,upstream_capacity,complete,320,11,107,average_precision,0.04723396034264979,0.026346264237130095,0.14528359655659648,exporter
cotton,threshold_outcome_only,threshold_250_kusd,B1,historical_logistic_structural,complete,320,11,107,average_precision,0.06278482860911418,0.022383752224645306,0.13492262441444428,exporter
cotton,threshold_outcome_only,threshold_250_kusd,B2,processed_importer_demand,complete,1569,14,11,macro_recall_at_3,0.1212121212121212,0.0,0.3333333333333333,exporter_stage_entry
cotton,threshold_outcome_only,threshold_250_kusd,B2,gravity,complete,1569,14,11,macro_recall_at_3,0.36363636363636365,0.09090909090909091,0.6386363636363641,exporter_stage_entry
cotton,threshold_outcome_only,threshold_250_kusd,B2,historical_logistic_demand_gravity,complete,1569,14,11,macro_recall_at_3,0.2727272727272727,0.0,0.5454545454545454,exporter_stage_entry
cotton,persistence,active_at_least_3_of_5_years_above_100_kusd,A,size,complete,108040,2368,150,average_precision,0.14094522628489065,0.11907718585263374,0.16491251995524236,exporter
cotton,persistence,active_at_least_3_of_5_years_above_100_kusd,A,gravity,complete,108040,2368,150,average_precision,0.07344986476787248,0.06240707920805223,0.08762254719758387,exporter
cotton,persistence,active_at_least_3_of_5_years_above_100_kusd,A,historical_logistic_size_gravity,complete,108040,2368,150,average_precision,0.11797256293150588,0.09970851013967058,0.1438064735512614,exporter
cotton,persistence,active_at_least_3_of_5_years_above_100_kusd,B1,upstream_capacity,complete,320,21,107,average_precision,0.08315422197514519,0.04772319331263245,0.16361164418077825,exporter
cotton,persistence,active_at_least_3_of_5_years_above_100_kusd,B1,historical_logistic_structural,complete,320,21,107,average_precision,0.0678273267433829,0.03542205219374534,0.117549557545039,exporter
cotton,persistence,active_at_least_3_of_5_years_above_100_kusd,B2,processed_importer_demand,complete,3262,25,21,macro_recall_at_3,0.19047619047619047,0.047619047619047616,0.38095238095238093,exporter_stage_entry
cotton,persistence,active_at_least_3_of_5_years_above_100_kusd,B2,gravity,complete,3262,25,21,macro_recall_at_3,0.2857142857142857,0.09523809523809523,0.5238095238095238,exporter_stage_entry
cotton,persistence,active_at_least_3_of_5_years_above_100_kusd,B2,historical_logistic_demand_gravity,complete,3262,25,21,macro_recall_at_3,0.19047619047619047,0.047619047619047616,0.3333333333333333,exporter_stage_entry
aluminium,identity,exporter_seen,A,size,complete,71089,3313,96,average_precision,0.15625321744929846,0.13426413233402287,0.1822625849978863,exporter
aluminium,identity,exporter_seen,A,gravity,complete,71089,3313,96,average_precision,0.17115790366935263,0.14256755226264778,0.20519254022504826,exporter
aluminium,identity,exporter_seen,A,historical_logistic_size_gravity,complete,71089,3313,96,average_precision,0.18455743579294015,0.16006794342134958,0.2133324265459737,exporter
aluminium,identity,exporter_seen,B1,upstream_capacity,complete,209,48,68,average_precision,0.29299983514479555,0.21009669203100478,0.4261723257031249,exporter
aluminium,identity,exporter_seen,B1,historical_logistic_structural,complete,209,48,68,average_precision,0.4728123959351217,0.34561460141899253,0.6337998716657816,exporter
